"vaccine","demo_group","demo_category","indicator_group","indicator_category","estimate","lower_ci","upper_ci","sample_size","month_label","start_survey","end_survey","dashboard_type","suppression_flag"
"RSV","Race and Ethnicity","Black, non-Hispanic","Thinking and feeling","Increase in severe illness/hospitalizations",24.0945,14.1929366332708,37.8561562470031,94,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Black, non-Hispanic","Thinking and feeling","Protect others",37.8625,25.9159831849608,51.4886680068496,94,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Black, non-Hispanic","Thinking and feeling","Protect myself",65.0922,51.1320238648238,76.8684571825381,94,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Black, non-Hispanic","Thinking and feeling","Availability of nasal spray or patch instead of a shot",12.5392,6.77104596097773,22.0585335041103,94,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Black, non-Hispanic","Social processes","Recommendation from CDC or health dept",21.6372,13.1880880663375,33.4156578810997,94,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Black, non-Hispanic","Social processes","Recommendation from family/friend",11.2812,5.5602476434878,21.5456021501935,94,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Black, non-Hispanic","Social processes","Recommendation from provider",60.3771,46.5850405148705,72.6952885124543,94,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Black, non-Hispanic","Social processes","Recommendation from trusted community leader or public figure",6.5349,2.82873689033601,14.3782488162544,94,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Hispanic","Other","Other",2.0915,1.23115591178571,3.53148699250228,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Hispanic","Nothing","Nothing",23.209,19.7004897032069,27.1312391547565,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Hispanic","Practical issues","Avoid getting sick and missing work/other events",30.8133,26.1674902255552,35.8830167287973,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Hispanic","Practical issues","Easier to get vaccine",22.3454,18.5737376905467,26.6324532729348,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Hispanic","Practical issues","Able to get free vaccine",24.5779,20.4183342383879,29.2731064115323,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Hispanic","Practical issues","Paid time off work to get vaccine",7.723,5.51371904756932,10.7171314920164,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Hispanic","Practical issues","School/work requirement",15.6874,12.7623067899949,19.1359426151894,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Hispanic","Practical issues","Rewards or incentives",13.3507,10.4339833594115,16.9285767020621,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Hispanic","Side effects","More evidence vaccine is safe",22.1115,17.8821959660306,27.012093789567,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Hispanic","Side effects","Knowing someone who got really sick or died from disease",15.5487,12.0172738434961,19.8834174182836,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Hispanic","Side effects","Availability of vaccine with fewer/milder side effects",10.6606,8.11893607073741,13.8777329316801,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Hispanic","Thinking and feeling","Increase in cases",15.7006,12.1762059759667,20.012715443687,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Hispanic","Thinking and feeling","More evidence vaccine helps prevent severe outcomes",23.7106,19.6806715620582,28.275323028996,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Hispanic","Thinking and feeling","Being at high risk of severe disease",21.8655,17.8943397561199,26.4343039661054,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Hispanic","Thinking and feeling","Increase in severe illness/hospitalizations",15.0365,11.831900563066,18.9226485089018,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Hispanic","Thinking and feeling","Protect others",28.0826,24.032768738494,32.5227734051837,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Hispanic","Thinking and feeling","Protect myself",36.8921,32.6809592845374,41.3127914677167,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Hispanic","Thinking and feeling","Availability of nasal spray or patch instead of a shot",6.6781,4.33727516018117,10.148363217332,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Hispanic","Social processes","Recommendation from CDC or health dept",15.3414,11.6891317242749,19.8778660649444,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Hispanic","Social processes","Recommendation from family/friend",7.2647,5.06865261692719,10.3087719137985,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Hispanic","Social processes","Recommendation from provider",20.9065,17.0143200372384,25.4162536755342,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Hispanic","Social processes","Recommendation from trusted community leader or public figure",2.0215,1.22763941845895,3.3114798861362,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Hispanic","Other","Other",2.9787,1.83833857123563,4.79201858029894,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Hispanic","Nothing","Nothing",22.8736,19.5088563975738,26.6266885280596,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Hispanic","Practical issues","Avoid getting sick and missing work/other events",34.283,29.8323044977985,39.0282958485452,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Hispanic","Practical issues","Easier to get vaccine",28.0742,24.0189060011527,32.5210788997826,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Hispanic","Practical issues","Able to get free vaccine",23.8322,20.0455756404548,28.0828583751997,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Hispanic","Practical issues","Paid time off work to get vaccine",6.9045,4.87370547131068,9.69533853094239,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Hispanic","Practical issues","School/work requirement",12.4758,9.60798493326544,16.0475555309341,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Hispanic","Practical issues","Rewards or incentives",9.7594,7.07544587699358,13.3154513565263,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Hispanic","Thinking and feeling","Increase in cases",14.031,10.7618818921657,18.0917566264986,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Hispanic","Thinking and feeling","Protect others",27.1924,22.8259306813347,32.0473212531857,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Hispanic","Thinking and feeling","Protect myself",46.4556,41.533435380476,51.4477778254583,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Hispanic","Side effects","More evidence vaccine is safe",14.8872,11.4830596289871,19.0828234097568,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Hispanic","Side effects","Knowing someone who got really sick or died from disease",8.2107,5.3938566432133,12.3073540508668,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Hispanic","Side effects","Availability of vaccine with fewer/milder side effects",4.9902,3.16535152406562,7.78254450070173,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Hispanic","Thinking and feeling","More evidence vaccine helps prevent severe outcomes",13.0452,9.6456842621838,17.4118834000444,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Hispanic","Thinking and feeling","Being at high risk of severe disease",18.5857,14.6035940724715,23.3567679509609,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Hispanic","Thinking and feeling","Increase in severe illness/hospitalizations",12.9262,9.81597128287645,16.8379415009527,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Hispanic","Thinking and feeling","Availability of nasal spray or patch instead of a shot",3.5459,1.8449993718385,6.7077860522324,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Hispanic","Social processes","Recommendation from CDC or health dept",14.5885,11.1165265775011,18.9141620594515,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Hispanic","Social processes","Recommendation from family/friend",8.0042,5.29489980222625,11.9250985008627,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Hispanic","Social processes","Recommendation from provider",22.2379,18.4553496256893,26.5434308143271,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Hispanic","Social processes","Recommendation from trusted community leader or public figure",3.775,2.24747463366333,6.27418367874335,618,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Hispanic","Thinking and feeling","Protect myself",57.4937,43.0778493350569,70.7385928538278,76,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Hispanic","Other","Other",1.4059,0.185467974215732,9.86324819818758,76,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Hispanic","Nothing","Nothing",20.5354,11.6162473167748,33.6923467985088,76,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Hispanic","Practical issues","Avoid getting sick and missing work/other events",36.2416,22.5515364935391,52.5983248381517,76,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Hispanic","Practical issues","Easier to get vaccine",43.976,29.7471121853558,59.2689333808979,76,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Hispanic","Practical issues","Able to get free vaccine",34.3997,21.1759875182977,50.5821841682442,76,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Hispanic","Practical issues","Paid time off work to get vaccine",0,NA,NA,76,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Hispanic","Practical issues","School/work requirement",0,NA,NA,76,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Hispanic","Practical issues","Rewards or incentives",6.5598,2.78434590622153,14.6813248858868,76,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Hispanic","Side effects","More evidence vaccine is safe",23.2329,11.481742035999,41.3876249994117,76,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Hispanic","Side effects","Knowing someone who got really sick or died from disease",6.4923,2.6270788669649,15.1591468324061,76,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Hispanic","Side effects","Availability of vaccine with fewer/milder side effects",9.186,3.49715749539435,22.0177542501792,76,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Hispanic","Thinking and feeling","Increase in cases",9.3578,3.92480744755219,20.6918081326777,76,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Hispanic","Thinking and feeling","Protect others",24.3772,15.2902109419706,36.5354736475749,76,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Hispanic","Thinking and feeling","More evidence vaccine helps prevent severe outcomes",27.8607,15.3808878099231,45.0728540847125,76,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Hispanic","Thinking and feeling","Being at high risk of severe disease",44.8481,30.20069482623,60.447405095521,76,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Hispanic","Thinking and feeling","Increase in severe illness/hospitalizations",27.5063,14.5883680761691,45.7374765087139,76,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Hispanic","Thinking and feeling","Availability of nasal spray or patch instead of a shot",2.2515,0.638357229005323,7.62827192983154,76,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Hispanic","Social processes","Recommendation from CDC or health dept",23.2317,11.3928063167182,41.5976000184966,76,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Hispanic","Social processes","Recommendation from family/friend",13.9876,4.79627193566744,34.4239815366788,76,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Hispanic","Social processes","Recommendation from provider",35.8423,22.3763866543053,51.984864525643,76,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Hispanic","Social processes","Recommendation from trusted community leader or public figure",1.013,0.133198352295048,7.2805424066094,76,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Other or multiple races, non-Hispanic","Practical issues","Avoid getting sick and missing work/other events",37.7098,31.925964193157,43.8661900577001,344,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Other or multiple races, non-Hispanic","Practical issues","Easier to get vaccine",32.583,26.9009947589952,38.8275819239375,344,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Other or multiple races, non-Hispanic","Practical issues","Able to get free vaccine",32.5016,26.7607158927601,38.8212643143092,344,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Other or multiple races, non-Hispanic","Practical issues","Paid time off work to get vaccine",8.0608,5.47024724219116,11.7260864529068,344,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Other or multiple races, non-Hispanic","Practical issues","School/work requirement",13.8668,10.4132729880268,18.2326259501017,344,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Other or multiple races, non-Hispanic","Practical issues","Rewards or incentives",15.93,11.7253946893011,21.2788543844386,344,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Other or multiple races, non-Hispanic","Side effects","More evidence vaccine is safe",23.1931,18.4839221878037,28.6799641062005,344,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Other or multiple races, non-Hispanic","Side effects","Knowing someone who got really sick or died from disease",13.2422,9.39840657157223,18.3399358339242,344,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Other or multiple races, non-Hispanic","Side effects","Availability of vaccine with fewer/milder side effects",5.9616,3.82993767322717,9.16668026297032,344,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Other or multiple races, non-Hispanic","Thinking and feeling","Increase in cases",16.9404,13.038358885669,21.7184628014871,344,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Other or multiple races, non-Hispanic","Thinking and feeling","More evidence vaccine helps prevent severe outcomes",27.0967,21.9379582625317,32.9564745855597,344,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Other or multiple races, non-Hispanic","Thinking and feeling","Being at high risk of severe disease",19.3154,14.9748442881727,24.5507653015547,344,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Other or multiple races, non-Hispanic","Thinking and feeling","Increase in severe illness/hospitalizations",15.278,11.5479490663151,19.9411591034806,344,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Other or multiple races, non-Hispanic","Thinking and feeling","Protect others",39.7761,33.6886385326749,46.1972290681904,344,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Other or multiple races, non-Hispanic","Thinking and feeling","Protect myself",45.6783,39.4850466334818,52.0081918902918,344,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Other or multiple races, non-Hispanic","Thinking and feeling","Availability of nasal spray or patch instead of a shot",4.7746,2.64959804882917,8.4558975138456,344,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Other or multiple races, non-Hispanic","Social processes","Recommendation from CDC or health dept",18.7865,14.2461246940471,24.3629022242033,344,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Other or multiple races, non-Hispanic","Social processes","Recommendation from family/friend",10.8598,7.44307531181259,15.5808388489336,344,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Other or multiple races, non-Hispanic","Social processes","Recommendation from provider",22.4192,17.9317296185972,27.6513508300274,344,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Other or multiple races, non-Hispanic","Social processes","Recommendation from trusted community leader or public figure",3.3663,1.92548602713434,5.82114942395556,344,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Other or multiple races, non-Hispanic","Other","Other",0.9519,0.343454304532208,2.6102586053271,344,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"COVID-19","Race and Ethnicity","Other or multiple races, non-Hispanic","Nothing","Nothing",23.6189,18.4118893477665,29.7612147085344,344,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Other or multiple races, non-Hispanic","Practical issues","Avoid getting sick and missing work/other events",42.1334,36.2189519293685,48.2824455128133,343,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Other or multiple races, non-Hispanic","Practical issues","Easier to get vaccine",36.6185,30.994207955476,42.6328336262761,343,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Other or multiple races, non-Hispanic","Practical issues","Able to get free vaccine",33.4387,27.8311771690901,39.5568482199199,343,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Other or multiple races, non-Hispanic","Practical issues","Paid time off work to get vaccine",6.4825,3.90634835358276,10.5705530976454,343,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Other or multiple races, non-Hispanic","Practical issues","School/work requirement",12.9502,9.42232399081432,17.5431540492123,343,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Other or multiple races, non-Hispanic","Practical issues","Rewards or incentives",13.3281,9.36437743333706,18.6246836871557,343,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Other or multiple races, non-Hispanic","Side effects","More evidence vaccine is safe",15.3286,11.6376575808564,19.9261605802121,343,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Other or multiple races, non-Hispanic","Side effects","Knowing someone who got really sick or died from disease",9.22,6.11235815248164,13.6773160139493,343,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Other or multiple races, non-Hispanic","Side effects","Availability of vaccine with fewer/milder side effects",3.4048,1.83353854732934,6.23698084468671,343,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Other or multiple races, non-Hispanic","Thinking and feeling","Increase in cases",14.8757,10.8519545345781,20.055714230422,343,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Other or multiple races, non-Hispanic","Thinking and feeling","More evidence vaccine helps prevent severe outcomes",16.061,12.1063644111304,20.9987180266821,343,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Other or multiple races, non-Hispanic","Thinking and feeling","Being at high risk of severe disease",12.0846,8.69127187988023,16.5625580546371,343,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Other or multiple races, non-Hispanic","Thinking and feeling","Increase in severe illness/hospitalizations",13.6523,9.9868036153867,18.3883228297337,343,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Other or multiple races, non-Hispanic","Thinking and feeling","Protect others",40.2922,34.1393309334868,46.7665241791702,343,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Other or multiple races, non-Hispanic","Thinking and feeling","Protect myself",54.5844,48.092677614771,60.9238713546823,343,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Other or multiple races, non-Hispanic","Thinking and feeling","Availability of nasal spray or patch instead of a shot",4.2737,2.19717616489038,8.14917535856001,343,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Other or multiple races, non-Hispanic","Social processes","Recommendation from CDC or health dept",17.5869,13.1018165614342,23.1975800588656,343,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Other or multiple races, non-Hispanic","Social processes","Recommendation from family/friend",8.2364,5.50868377272647,12.1411563170671,343,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Other or multiple races, non-Hispanic","Social processes","Recommendation from provider",22.9717,18.3310523400707,28.3789100329245,343,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Other or multiple races, non-Hispanic","Social processes","Recommendation from trusted community leader or public figure",2.5632,1.22500606953624,5.28511810217545,343,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Other or multiple races, non-Hispanic","Other","Other",2.5457,0.870232379786659,7.21212665261216,343,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"Flu","Race and Ethnicity","Other or multiple races, non-Hispanic","Nothing","Nothing",19.3807,14.8983104785054,24.8184151384419,343,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Other or multiple races, non-Hispanic","Practical issues","Paid time off work to get vaccine",0,NA,NA,46,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Other or multiple races, non-Hispanic","Practical issues","Avoid getting sick and missing work/other events",50.978,33.1613307577992,68.5497048223324,46,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Other or multiple races, non-Hispanic","Practical issues","Easier to get vaccine",42.2306,25.3071066627155,61.1987070809208,46,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Other or multiple races, non-Hispanic","Practical issues","Able to get free vaccine",51.0092,33.1124847963658,68.6508676806037,46,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Other or multiple races, non-Hispanic","Practical issues","School/work requirement",1.8679,0.23384278218023,13.3876194794832,46,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Other or multiple races, non-Hispanic","Practical issues","Rewards or incentives",3.3049,0.4594928088578,20.1957011562622,46,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Other or multiple races, non-Hispanic","Side effects","More evidence vaccine is safe",28.7729,13.9933620950777,50.0740547955661,46,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Other or multiple races, non-Hispanic","Side effects","Knowing someone who got really sick or died from disease",6.4558,1.8533987902743,20.1414668487732,46,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Other or multiple races, non-Hispanic","Side effects","Availability of vaccine with fewer/milder side effects",8.283,2.79538744059555,22.0945536403222,46,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Other or multiple races, non-Hispanic","Other","Other",0,NA,NA,46,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Other or multiple races, non-Hispanic","Thinking and feeling","Increase in cases",11.5831,4.42179456798975,27.0589605260744,46,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Other or multiple races, non-Hispanic","Thinking and feeling","More evidence vaccine helps prevent severe outcomes",29.5392,15.8335758922279,48.300343332356,46,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Other or multiple races, non-Hispanic","Thinking and feeling","Being at high risk of severe disease",20.7045,9.48975923203592,39.4029200646611,46,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Other or multiple races, non-Hispanic","Thinking and feeling","Increase in severe illness/hospitalizations",13.4484,5.58580048378341,28.9813090682442,46,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Other or multiple races, non-Hispanic","Thinking and feeling","Protect others",42.9664,26.0531835461999,61.6983358733475,46,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Other or multiple races, non-Hispanic","Thinking and feeling","Protect myself",63.3401,44.9222464831171,78.5410480510314,46,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Other or multiple races, non-Hispanic","Thinking and feeling","Availability of nasal spray or patch instead of a shot",8.6994,3.20164987061325,21.5373815147,46,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Other or multiple races, non-Hispanic","Social processes","Recommendation from CDC or health dept",24.3981,11.9685050576992,43.3756841205672,46,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Other or multiple races, non-Hispanic","Social processes","Recommendation from family/friend",17.0553,6.68312274490149,37.1215973087984,46,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Other or multiple races, non-Hispanic","Social processes","Recommendation from provider",49.3165,31.5861926748687,67.2204281892806,46,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Other or multiple races, non-Hispanic","Social processes","Recommendation from trusted community leader or public figure",3.3049,0.4594928088578,20.1957011562622,46,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
"RSV","Race and Ethnicity","Other or multiple races, non-Hispanic","Nothing","Nothing",18.2846,8.91485913416487,33.8431911333493,46,"December 2024/January 2025",2025-01-09,2025-01-27,"motivators",0
